image,class,split
/scratch-shared/dl2_spai_datasets/Chameleon/test/0_real/bfeef5f7-8711-4d7e-b010-a917842883c6.jpg,0,train
/scratch-shared/dl2_spai_datasets/Chameleon/test/0_real/cd98b7e7-278b-46bc-9d7c-6d2dc5ce866b.jpg,0,train
/scratch-shared/dl2_spai_datasets/Chameleon/test/0_real/3bc06ed0-35ad-4050-94de-fd7f98a45f83.jpg,0,train
/scratch-shared/dl2_spai_datasets/Chameleon/test/0_real/068eac33-a1f1-4d55-889d-3569066d980d.jpg,0,train
/scratch-shared/dl2_spai_datasets/Chameleon/test/0_real/aed90c50-7973-43c3-9e94-2850dcb24792.jpg,0,train
/scratch-shared/dl2_spai_datasets/Chameleon/test/0_real/9d246a1b-4d8a-4f65-ae9c-af08c0cf6586.jpg,0,train
/scratch-shared/dl2_spai_datasets/Chameleon/test/0_real/1e61623c-a7ca-4fc8-bf1a-a584fa133ce6.jpg,0,train
/scratch-shared/dl2_spai_datasets/Chameleon/test/0_real/685981c8-1371-46f1-886c-f831d595bc81.jpg,0,train
/scratch-shared/dl2_spai_datasets/Chameleon/test/0_real/cba5bc77-824b-4fad-8743-5fe947eb661e.jpg,0,train
/scratch-shared/dl2_spai_datasets/Chameleon/test/0_real/c885ab4e-2d1e-4bcf-afe2-36c0352683ca.jpg,0,train
/scratch-shared/dl2_spai_datasets/Chameleon/test/0_real/ef81a40a-65d6-4ae9-bb04-dd1113f33c00.jpg,0,train
/scratch-shared/dl2_spai_datasets/Chameleon/test/0_real/b90f508f-f5d9-4e15-8c4f-7cc8ea94dedc.jpg,0,train
/scratch-shared/dl2_spai_datasets/Chameleon/test/0_real/8a37632a-40bc-485d-b80f-f5ce69ced6a3.jpg,0,train
/scratch-shared/dl2_spai_datasets/Chameleon/test/0_real/94c22d94-5f24-4b28-aefa-78ace5040dd8.jpg,0,train
/scratch-shared/dl2_spai_datasets/Chameleon/test/0_real/0f8a4b78-8c0c-49e4-85e3-260b13b58de7.jpg,0,train
/scratch-shared/dl2_spai_datasets/Chameleon/test/0_real/24b7c5c1-81fe-4df8-a835-0d5bdf8cb07c.jpg,0,train
/scratch-shared/dl2_spai_datasets/Chameleon/test/0_real/2ce9f8d4-799e-4f3b-8c16-9a3420b36fae.jpg,0,train
/scratch-shared/dl2_spai_datasets/Chameleon/test/0_real/9d8b2e52-c6e0-49e0-b461-e849cf238445.jpg,0,train
/scratch-shared/dl2_spai_datasets/Chameleon/test/0_real/cfbdddb0-13be-4d43-aab4-b5aeda857ff1.jpg,0,train
/scratch-shared/dl2_spai_datasets/Chameleon/test/0_real/4e3c1a8a-a9e4-42af-8b93-00f60cd30495.jpg,0,train
/scratch-shared/dl2_spai_datasets/Chameleon/test/0_real/cbda7d92-a162-4baa-835c-0df73a0d21b2.jpg,0,train
/scratch-shared/dl2_spai_datasets/Chameleon/test/0_real/b63986c6-1928-411f-8edf-802dff532843.jpg,0,train
/scratch-shared/dl2_spai_datasets/Chameleon/test/0_real/ca93592d-adb8-4031-853a-4f6a09c8a1a2.jpg,0,train
/scratch-shared/dl2_spai_datasets/Chameleon/test/0_real/7032bef4-167d-45c7-b468-f3706404064d.jpg,0,train
/scratch-shared/dl2_spai_datasets/Chameleon/test/0_real/9b94f7e5-bd95-47b0-9524-6ec1739c0b26.jpg,0,train
/scratch-shared/dl2_spai_datasets/Chameleon/test/0_real/16163de4-b947-4819-b26d-1cdf81e459a9.jpg,0,train
/scratch-shared/dl2_spai_datasets/Chameleon/test/0_real/507c0142-4f0e-4561-b5ba-c5aba63be59b.jpg,0,train
/scratch-shared/dl2_spai_datasets/Chameleon/test/0_real/c7def3da-b467-45fd-99f7-be6ed3e16c4f.jpg,0,train
/scratch-shared/dl2_spai_datasets/Chameleon/test/0_real/8b8fefa9-04ec-4b38-89ec-00c5e205333e.jpg,0,train
/scratch-shared/dl2_spai_datasets/Chameleon/test/0_real/fdebaf10-378e-4c28-865e-f2a5d755ce0c.jpg,0,train
/scratch-shared/dl2_spai_datasets/Chameleon/test/0_real/dc0ed330-5f3a-4310-be0c-ac2189e92a87.jpg,0,train
/scratch-shared/dl2_spai_datasets/Chameleon/test/0_real/ac2f1e53-25d2-424f-89af-de21c46ce5c5.jpg,0,train
/scratch-shared/dl2_spai_datasets/Chameleon/test/0_real/cbf6dbb4-048e-4553-baab-249eecabce7d.jpg,0,train
/scratch-shared/dl2_spai_datasets/Chameleon/test/0_real/197a5a03-962a-48c1-96b9-be193818bc5c.jpg,0,train
/scratch-shared/dl2_spai_datasets/Chameleon/test/0_real/2217d5e9-c706-4888-9b11-12788cd20f2d.jpg,0,train
/scratch-shared/dl2_spai_datasets/Chameleon/test/0_real/a3786bc6-17e8-47b5-9be4-b9bb72339733.jpg,0,train
/scratch-shared/dl2_spai_datasets/Chameleon/test/0_real/d6d82efb-d86c-48aa-9d1b-1805a237c7da.jpg,0,train
/scratch-shared/dl2_spai_datasets/Chameleon/test/0_real/4e3d35f1-e353-4811-8987-22d395ce3928.jpg,0,train
/scratch-shared/dl2_spai_datasets/Chameleon/test/0_real/b567c7b7-f13a-4de5-ae8f-04080ef53324.jpg,0,train
